"id","order","score","weight","color","label","scoreToDisplay"
"RICH",1.3,674813394,0.137,"#ff1919","We are ahead of the SDG1 by 651567380 people"
"POV",1.1,601567380,0.863,"#0e1023","people live in extreme poverty: 24813394"
